UMAP_1,UMAP_2,cell_type
-3.565876,2.699278,Classical monocytes
-3.7432325,9.116459,Non-classical monocytes
11.794553,10.702078,T cells
12.957093,3.4696536,T cells
-4.6084266,4.8439465,Classical monocytes
12.246299,-0.65394986,Plasma cells
-1.8173991,11.405125,Non-classical monocytes
9.271978,10.56804,T cells
-4.2631063,2.98496,Classical monocytes
14.084688,9.253642,T cells
9.214479,11.744918,T cells
10.2533,12.79148,T cells
-5.314733,6.693989,Classical monocytes
-4.109526,4.3016944,Classical monocytes
10.212436,0.25111714,Plasma cells
12.10174,6.416509,T cells
-7.685252,4.7036686,Intermediate monocytes
-4.819927,6.573518,Classical monocytes
8.745341,-0.9228807,Plasma cells
11.902255,6.512976,T cells
8.011515,-2.8786454,Naive B cells
8.619555,6.3943486,T cells
-4.378697,5.6597257,Classical monocytes
9.524269,9.868478,T cells
10.159956,10.731752,T cells
1.3213698,6.190127,Conventional dendritic cells
10.992328,-2.0368693,Plasma cells
7.912401,-2.2919538,Plasma cells
14.428991,9.879913,T cells
8.642793,7.722895,T cells
7.56608,8.833169,T cells
-2.3203008,10.00532,Non-classical monocytes
9.311716,10.079701,T cells
12.552998,3.4432895,T cells
8.301364,6.619771,T cells
-6.7858667,5.7351804,Classical monocytes
13.32809,4.3272185,T cells
-5.09417,6.3211117,Classical monocytes
-4.6248474,2.6217036,Classical monocytes
6.425014,9.43065,T cells
-5.420897,4.6063943,Classical monocytes
14.202533,9.507414,T cells
6.278933,9.195938,T cells
-6.5229115,4.750606,Intermediate monocytes
-4.0768023,1.2862389,Classical monocytes
7.993177,-3.2009683,Naive B cells
12.586754,8.292028,T cells
1.1679555,6.3359604,Conventional dendritic cells
6.7415757,10.060781,T cells
8.960241,9.7046585,T cells
-4.612847,7.226735,Classical monocytes
-4.92312,6.753062,Classical monocytes
10.352787,12.380338,T cells
-4.7236767,5.941886,Classical monocytes
11.913323,-0.60538304,Plasma cells
12.130589,9.271672,T cells
-4.791445,5.2603283,Classical monocytes
6.34516,9.477461,T cells
-5.3127985,0.3534286,Classical monocytes
-5.1354337,4.455316,Classical monocytes
10.200069,0.57411045,Plasma cells
9.724,12.968663,T cells
7.1337247,9.910342,T cells
-6.419124,4.500635,Classical monocytes
10.602001,10.934775,T cells
-4.0560336,1.2846565,Classical monocytes
-4.0828977,1.0721351,Classical monocytes
12.873662,3.416109,T cells
6.536644,9.790139,T cells
6.964308,10.547486,T cells
10.423831,0.75660133,Plasma cells
8.566592,10.772402,T cells
8.090367,6.961855,T cells
13.966997,9.835549,T cells
8.965027,7.577878,T cells
11.103673,-1.4864073,Plasma cells
7.901949,10.415141,T cells
-4.737392,0.9287852,Classical monocytes
-5.4720235,2.3951242,Classical monocytes
11.694419,6.763425,T cells
-4.8267527,3.2915986,Classical monocytes
12.454459,3.9305272,T cells
6.7208467,9.080656,T cells
11.6754875,11.94692,T cells
10.128002,0.55587703,Plasma cells
13.042403,7.5297575,T cells
-4.936901,3.2702546,Classical monocytes
12.516671,-0.39791864,Plasma cells
7.403954,10.67165,T cells
12.02622,-0.23617621,Plasma cells
1.207375,6.2804227,Conventional dendritic cells
8.108729,11.640814,T cells
9.250458,-1.2738099,Naive B cells
9.740214,-1.1578379,Plasma cells
12.248756,-0.66714096,Plasma cells
14.478086,9.357231,T cells
9.525989,9.921707,T cells
8.462727,-1.5208621,Naive B cells
-4.2112436,2.8341787,Classical monocytes
-5.6991296,0.9216503,Classical monocytes
9.337601,-0.6754957,Plasma cells
8.042051,7.618147,T cells
12.333312,3.7728364,T cells
11.276474,10.696317,T cells
12.756725,4.313369,T cells
13.914103,5.3457894,T cells
10.032724,10.44643,T cells
-5.0200915,1.0132488,Classical monocytes
10.698973,-1.7545846,Plasma cells
-6.115383,1.9149764,Classical monocytes
-5.747266,4.784121,Classical monocytes
7.629104,10.172864,T cells
-4.8576465,8.269072,Non-classical monocytes
12.555317,6.638395,T cells
-2.4745877,4.697489,Classical monocytes
13.458896,7.740026,T cells
8.016417,11.089965,T cells
9.583005,11.432748,T cells
-5.873064,3.5529282,Classical monocytes
-3.7302961,8.908503,Non-classical monocytes
8.633365,-2.6781125,Plasma cells
7.627553,10.194101,T cells
11.231483,8.142651,T cells
-4.7607255,4.554609,Classical monocytes
13.391922,3.96245,T cells
6.2701445,7.8428006,Granulocytes
10.184152,10.240406,T cells
11.230283,11.524283,T cells
12.668447,3.1123097,T cells
-5.4079823,4.23776,Granulocytes
-7.5183787,5.8000884,Intermediate monocytes
11.750707,7.064037,T cells
-5.9052625,2.0515327,Classical monocytes
7.30322,8.760759,T cells
8.271513,11.828739,T cells
-5.114229,1.6282203,Classical monocytes
-5.1301045,7.9683313,Classical monocytes
-5.227882,4.6159205,Classical monocytes
8.215442,-0.705127,Plasma cells
-4.608059,2.0871742,Classical monocytes
7.355347,9.209586,T cells
12.944511,3.7788239,T cells
9.216267,-0.48256075,Plasma cells
6.018355,7.9058256,Granulocytes
10.859218,10.281603,T cells
11.30884,-1.201981,Plasma cells
11.035253,-2.1995,Plasma cells
12.513781,3.8304877,T cells
-5.252387,7.9034233,Classical monocytes
9.576219,10.039439,T cells
-4.995779,1.4731238,Classical monocytes
10.263584,9.760602,T cells
6.1008353,10.22402,T cells
11.49677,12.22739,T cells
7.3878045,10.429592,T cells
9.385245,11.288069,T cells
-4.4193444,2.3757849,Classical monocytes
-3.36108,2.762138,Classical monocytes
4.624952,3.5799823,Plasmacytoid dendritic cells
9.7383,11.762068,T cells
-5.0813003,2.5434265,Classical monocytes
11.053707,10.398159,T cells
8.517263,-0.93152267,Plasma cells
-6.1758633,2.3378763,Classical monocytes
-5.035522,6.3091836,Classical monocytes
12.690574,9.320671,T cells
9.564499,7.145104,Plasma cells
9.98691,-1.4645594,Naive B cells
11.577952,11.268379,T cells
5.056536,7.1295776,Granulocytes
8.992508,-1.1174062,Naive B cells
13.106725,4.5952487,T cells
10.562525,1.1769543,Plasma cells
6.665377,9.870798,T cells
-5.364452,4.7554045,Classical monocytes
9.919885,-1.3905683,Plasma cells
-4.8378406,6.145418,Classical monocytes
11.309267,12.502627,T cells
-3.2110577,6.2697277,Classical monocytes
8.925767,9.73933,T cells
15.081541,9.346018,T cells
10.708643,11.907908,T cells
8.846144,-1.2734282,Plasma cells
8.667741,11.168973,T cells
11.071192,11.169909,T cells
-6.471524,2.590873,Classical monocytes
1.0713781,6.498029,Conventional dendritic cells
11.652995,8.221804,T cells
-8.374548,5.060162,Intermediate monocytes
-4.318486,7.701562,Classical monocytes
-5.4625773,4.6099963,Classical monocytes
-2.890744,6.4399443,Classical monocytes
7.425958,10.180634,T cells
8.387563,10.572476,T cells
9.354762,10.215625,T cells
-6.2977915,7.2195582,Classical monocytes
-6.6090927,2.5719209,Classical monocytes
13.722649,9.324691,T cells
-7.594215,5.3254557,Intermediate monocytes
13.828543,9.548978,T cells
-4.789703,4.3647776,Classical monocytes
8.448567,10.04483,T cells
4.617591,3.7892494,Plasmacytoid dendritic cells
8.933726,11.924967,T cells
11.374142,10.852046,T cells
14.094094,9.769023,T cells
14.32408,8.8293085,T cells
13.739831,4.3229966,T cells
10.567093,-2.1598146,Plasma cells
-5.577868,1.4988569,Classical monocytes
-6.049706,4.45277,Classical monocytes
14.359746,9.742732,T cells
8.584022,-2.3964994,Plasma cells
8.837669,9.821824,T cells
13.998783,8.493078,T cells
-1.5979674,11.334181,Non-classical monocytes
8.037535,9.519362,T cells
8.334561,7.7211313,T cells
7.1551538,11.243931,T cells
9.731887,10.730554,T cells
9.236098,11.681718,T cells
13.746621,4.2574887,T cells
9.102333,10.49294,T cells
8.541651,-0.9326327,Plasma cells
-3.9211369,2.9472008,Classical monocytes
8.50917,11.486959,T cells
-6.149963,2.6472573,Classical monocytes
-3.8662858,5.901195,Classical monocytes
9.324439,10.147844,T cells
11.726662,9.946037,T cells
12.708914,4.3747835,T cells
-5.442228,8.234563,Non-classical monocytes
9.7818985,9.905722,T cells
8.180854,9.358934,T cells
14.25573,9.200153,T cells
1.2121845,6.309876,Conventional dendritic cells
8.662459,-2.406866,Naive B cells
4.610805,3.705772,Plasmacytoid dendritic cells
12.640611,4.0363836,T cells
-8.021027,4.957816,Intermediate monocytes
-4.692955,8.376495,Non-classical monocytes
-4.782876,4.842862,Classical monocytes
-4.9658637,0.65455323,Classical monocytes
10.587346,10.847364,T cells
7.496292,10.199845,T cells
-2.721384,6.4022417,Classical monocytes
6.8538775,9.860458,T cells
11.286568,8.442246,T cells
-2.722359,10.471544,Non-classical monocytes
-6.4929237,4.3178577,Classical monocytes
-4.217579,0.80848795,Classical monocytes
8.575337,10.520501,T cells
7.545219,8.550312,T cells
-6.6621623,5.8181944,Classical monocytes
12.578221,8.423468,T cells
11.07305,11.979825,T cells
9.367546,12.817118,T cells
-4.383874,6.5581274,Classical monocytes
4.759749,4.0508323,Plasmacytoid dendritic cells
8.16792,11.1631155,T cells
7.3891425,8.934533,T cells
-6.1657786,4.6952877,Classical monocytes
-6.266551,3.8434932,Classical monocytes
8.003557,9.386666,T cells
12.194336,7.07782,T cells
6.976675,10.028349,T cells
7.8547645,10.667023,T cells
-5.924173,4.3540087,Classical monocytes
9.228852,10.10587,T cells
8.953951,11.01433,T cells
14.057997,5.7868123,T cells
4.509362,3.663831,Plasmacytoid dendritic cells
9.403638,-1.0752301,Plasma cells
-4.80646,2.9331596,Classical monocytes
-3.7091413,3.3999705,Classical monocytes
13.88627,9.762025,T cells
13.820773,4.4949436,T cells
-4.8065295,4.9983516,Classical monocytes
-8.283296,5.254512,Intermediate monocytes
-2.0785542,11.066025,Non-classical monocytes
-5.3573356,4.6871514,Granulocytes
7.904028,-2.9225159,Naive B cells
11.741039,7.4798408,T cells
-5.040606,1.8023872,Classical monocytes
6.4385843,9.316386,T cells
-4.6513705,6.4042563,Classical monocytes
-6.1213875,3.1570559,Classical monocytes
-3.836023,5.0031967,Classical monocytes
7.9645834,10.43742,T cells
8.808922,9.352408,T cells
-4.537816,1.1458175,Classical monocytes
10.604486,10.573109,T cells
12.747227,7.395245,T cells
-7.892076,5.438341,Intermediate monocytes
10.405518,11.648487,T cells
-5.9475636,3.6185558,Classical monocytes
-2.8574288,8.34508,Non-classical monocytes
12.399882,-0.6528956,Plasma cells
12.991024,7.4882426,T cells
-5.0912356,1.229308,Classical monocytes
-5.752806,1.1465812,Classical monocytes
-5.0562444,7.991108,Non-classical monocytes
7.964266,-3.313503,Naive B cells
11.171556,12.426691,T cells
-2.8993855,5.3782616,Classical monocytes
8.479653,7.826926,T cells
11.614856,7.094657,T cells
-3.679146,4.761271,Classical monocytes
9.92611,10.963805,T cells
-6.7602396,3.3317654,Classical monocytes
-7.7984557,3.802387,Intermediate monocytes
10.414703,11.078609,T cells
-4.615067,4.2989254,Intermediate monocytes
10.147155,8.338853,T cells
-4.3165693,2.521174,Classical monocytes
7.195627,10.337442,T cells
-2.6559174,11.0646925,Non-classical monocytes
-6.8243527,4.967024,Classical monocytes
8.783283,11.490176,T cells
8.35974,-2.955414,Naive B cells
-5.8410254,2.9339478,Classical monocytes
13.568141,9.553508,T cells
8.868829,10.804282,T cells
-4.3061643,4.3726096,Classical monocytes
9.005044,11.832683,T cells
13.225243,5.200173,T cells
12.6136,7.641338,T cells
-3.8347745,4.9721985,Classical monocytes
10.353346,9.869999,T cells
-2.8401375,4.270402,Classical monocytes
-3.9151597,9.10355,Non-classical monocytes
12.683242,3.592889,T cells
-3.6427743,9.127991,Non-classical monocytes
6.6715918,10.800048,T cells
10.456855,11.397695,T cells
8.700649,9.418652,T cells
10.5401745,8.762756,T cells
14.6902275,9.711934,T cells
8.446617,11.313373,T cells
6.6676707,10.003902,T cells
-4.4768157,5.992999,Classical monocytes
13.699167,9.019917,T cells
11.103078,11.871697,T cells
11.058817,-2.108799,Plasma cells
6.6564317,9.916858,T cells
-3.8512108,0.9729421,Classical monocytes
11.706032,11.529726,T cells
10.678681,-2.4287155,Plasma cells
12.9053755,5.28025,T cells
-4.2489734,6.472831,Classical monocytes
-4.902163,1.2691867,Classical monocytes
11.178715,11.600899,T cells
-5.531965,3.8054416,Classical monocytes
14.174423,9.363169,T cells
10.736123,-2.5016325,Plasma cells
8.684129,11.312721,T cells
8.472286,-1.5583084,Naive B cells
-6.779318,2.556596,Classical monocytes
-4.205796,2.899551,Classical monocytes
8.147892,-3.114882,Naive B cells
-4.6582212,1.9192289,Classical monocytes
7.1568737,9.130361,T cells
8.710041,-2.287075,Plasma cells
8.482771,7.3642673,T cells
-2.1961415,10.44354,Non-classical monocytes
-8.421474,5.1790614,Intermediate monocytes
8.642773,-0.78840214,Plasma cells
-4.6867476,7.8386045,Classical monocytes
9.07115,11.01558,T cells
6.659556,10.313492,T cells
14.0160475,9.656311,T cells
-4.51612,8.35497,Non-classical monocytes
4.796121,7.011939,Granulocytes
7.4221573,9.51494,T cells
-4.602961,4.7593346,Classical monocytes
13.085799,4.510828,T cells
-5.690466,3.1972075,Classical monocytes
12.776724,9.219237,T cells
9.575953,9.92763,T cells
-5.427919,4.847674,Classical monocytes
10.87034,-1.9296768,Plasma cells
-3.5200722,10.208659,Non-classical monocytes
12.168199,8.676345,T cells
8.774251,6.6503935,T cells
10.64596,10.472501,T cells
-3.492471,1.8457962,Classical monocytes
10.550849,11.260805,T cells
13.563087,9.586834,T cells
-5.363106,7.475348,Classical monocytes
8.728873,7.8244543,T cells
-4.7263694,3.0675917,Classical monocytes
-3.49583,2.0934868,Classical monocytes
10.241557,11.20875,T cells
12.022021,7.3318186,T cells
-3.6882539,1.3189499,Classical monocytes
-4.748166,3.9487078,Classical monocytes
10.856948,11.002075,T cells
8.262718,-1.7295276,Plasma cells
9.123613,10.530428,T cells
-3.9302611,9.009368,Non-classical monocytes
-4.6453934,6.8448176,Classical monocytes
11.947632,-1.1437068,Plasma cells
6.777786,10.918143,T cells
-4.374447,1.230575,Classical monocytes
-4.1009073,2.2169735,Classical monocytes
10.182316,13.009402,T cells
4.7088013,6.9208264,Granulocytes
10.870358,10.469495,T cells
-4.5726953,2.4726505,Classical monocytes
10.694382,9.375147,T cells
7.357579,10.741706,T cells
10.715007,9.409841,T cells
11.646611,-0.89159304,Plasma cells
-5.0330434,6.6443586,Classical monocytes
14.817177,9.183747,T cells
9.1422,10.024659,T cells
11.324253,-1.9417748,Plasma cells
-4.481357,5.2312026,Classical monocytes
-4.674323,3.5399444,Classical monocytes
4.4993334,3.5080457,Plasmacytoid dendritic cells
9.434064,-1.0607265,Naive B cells
5.9415345,7.673379,Granulocytes
8.168781,-1.2490213,Plasma cells
-6.11532,2.1052997,Classical monocytes
-5.9792714,2.5655546,Classical monocytes
8.192245,9.361518,T cells
10.383117,9.307127,T cells
11.474588,7.90495,T cells
9.171504,-1.2495117,Naive B cells
8.135137,-2.7234728,Naive B cells
7.3346663,9.492016,T cells
11.2762785,11.173242,T cells
12.191729,6.4516582,T cells
9.074843,9.837251,T cells
8.43469,9.208558,T cells
9.263574,10.852416,T cells
-2.6004267,10.59629,Non-classical monocytes
9.047414,6.8526845,T cells
8.008905,7.168942,T cells
9.231892,-1.7801596,Plasma cells
12.483533,4.355989,T cells
13.62851,8.802156,T cells
-4.3655586,2.4205496,Classical monocytes
7.3634677,10.043069,T cells
8.215787,-2.323531,Naive B cells
8.774688,-1.2414565,Plasma cells
6.8774858,10.944412,T cells
-8.113242,5.414818,Intermediate monocytes
7.278032,8.938954,T cells
7.7120533,-0.30861238,Plasma cells
-3.469042,4.377938,Classical monocytes
7.279336,9.783973,T cells
-5.8575788,4.4480553,Classical monocytes
11.424976,7.7312984,T cells
10.653685,11.174971,T cells
10.913403,-2.3672113,Plasma cells
-3.900611,5.1376114,Classical monocytes
8.873129,-1.8443599,Naive B cells
6.260958,9.63369,T cells
-6.271752,3.780753,Classical monocytes
12.853577,3.3533165,T cells
-6.1230006,5.0332236,Classical monocytes
10.8113575,-1.40823,Plasma cells
-6.5848365,3.7389615,Classical monocytes
8.382131,6.8859463,T cells
7.982221,-1.8025345,Naive B cells
7.9461756,-2.151909,Plasma cells
13.557581,4.39711,T cells
6.6235933,10.896753,T cells
13.2948065,5.339374,T cells
-2.4172416,10.789757,Non-classical monocytes
7.9322844,8.888857,T cells
10.335347,10.563512,T cells
14.60986,9.945556,T cells
-6.5849743,3.5697618,Intermediate monocytes
9.79917,10.675068,T cells
13.113561,3.2317278,T cells
7.355951,9.049983,T cells
-4.3060226,1.278786,Classical monocytes
-5.931321,6.401332,Classical monocytes
-5.1093183,5.5629563,Classical monocytes
14.110166,5.317655,T cells
-3.0418189,10.408546,Non-classical monocytes
6.4242945,9.692139,T cells
-5.0216956,2.586489,Classical monocytes
10.338664,0.83786064,Plasma cells
11.560615,8.044918,T cells
7.1694517,10.187088,T cells
13.321608,8.834666,T cells
13.391682,4.332473,T cells
10.392681,12.190919,T cells
13.290403,8.92865,T cells
-5.526674,7.6349335,Classical monocytes
12.972876,4.7179956,T cells
10.5061035,0.48123428,Plasma cells
14.409495,8.896559,T cells
-3.665687,1.6863929,Classical monocytes
10.134824,10.75916,T cells
14.258933,9.3348675,T cells
6.410289,9.999512,T cells
-4.183819,1.9824842,Classical monocytes
-2.7632418,4.5985537,Classical monocytes
7.8073626,9.011201,T cells
-4.9292603,7.055242,Classical monocytes
-5.1270595,6.482563,Classical monocytes
8.205111,6.882136,T cells
7.6384387,7.950531,T cells
9.248629,-0.76242214,Plasma cells
7.73908,8.733521,T cells
7.3503623,10.353874,T cells
10.168167,-1.2942073,Plasma cells
-5.8515053,5.5049534,Classical monocytes
14.264277,9.046278,T cells
-2.3521903,10.943217,Non-classical monocytes
-3.1448145,4.642455,Classical monocytes
-5.3958735,5.862034,Classical monocytes
-5.6826735,1.6017982,Classical monocytes
8.250649,-2.5882313,Naive B cells
14.1433525,9.576628,T cells
7.829005,8.361046,T cells
-3.121998,9.533176,Non-classical monocytes
-4.2871575,1.6667632,Classical monocytes
-5.605923,3.227818,Classical monocytes
-8.037221,4.36878,Intermediate monocytes
13.528214,4.9321656,T cells
8.604556,7.702762,T cells
7.649916,8.777408,T cells
-4.512767,3.525573,Classical monocytes
-6.798316,5.067208,Classical monocytes
-5.823931,0.6269341,Classical monocytes
9.8161335,10.494464,T cells
-3.8914,8.286672,Non-classical monocytes
7.9944983,9.028785,T cells
14.550733,9.614112,T cells
-5.0316076,5.6538033,Classical monocytes
8.85395,11.551712,T cells
10.637115,11.341934,T cells
12.276357,-0.43167868,Plasma cells
-5.1763325,1.4293046,Classical monocytes
-1.6275928,11.555668,Non-classical monocytes
-6.1216526,3.7175264,Classical monocytes
-6.307272,2.9853826,Classical monocytes
-3.513476,5.7603064,Classical monocytes
8.67828,10.571641,T cells
-6.205504,3.3066182,Classical monocytes
9.878525,10.782724,T cells
10.014193,-1.7895156,Plasma cells
8.221433,7.6576157,T cells
-3.2636485,9.583788,Non-classical monocytes
8.953962,11.252053,T cells
-3.9378374,2.221804,Classical monocytes
12.745005,3.9689348,T cells
13.309174,8.638903,T cells
8.30587,-0.7911243,Plasma cells
-5.426999,1.6390417,Classical monocytes
-4.6774683,0.47971648,Classical monocytes
14.291876,9.09267,T cells
-3.9049916,2.6390657,Classical monocytes
-6.24246,3.127859,Classical monocytes
-6.756853,5.1048255,Classical monocytes
-2.045518,10.338237,Non-classical monocytes
-3.439814,3.9053981,Classical monocytes
11.069132,10.959033,T cells
7.961455,11.182192,T cells
-6.1774955,5.5132203,Classical monocytes
-6.647207,3.8391902,Classical monocytes
6.6952686,10.159265,T cells
-6.3639154,6.7385635,Classical monocytes
-3.6674786,2.2321806,Classical monocytes
-2.3624067,5.8130226,Classical monocytes
8.494763,6.31785,T cells
8.086652,6.834098,T cells
-4.7046256,3.6216006,Classical monocytes
8.630024,10.809491,T cells
12.052178,-0.95958096,Plasma cells
8.740745,-1.223288,Naive B cells
7.657097,8.763046,T cells
-4.144208,1.004314,Classical monocytes
-4.202119,6.2564683,Classical monocytes
11.59248,11.283559,T cells
10.550583,10.65156,T cells
12.944943,7.736184,T cells
6.27064,10.391267,T cells
8.7007475,-2.0589473,Plasma cells
1.4200574,6.0638494,Conventional dendritic cells
-4.894184,1.4207054,Classical monocytes
8.159938,-2.8167815,Naive B cells
-3.5662675,4.8480525,Classical monocytes
12.892818,7.3213954,T cells
14.246059,9.662306,T cells
-4.0441546,3.1493597,Classical monocytes
13.233441,8.8774805,T cells
8.625016,7.6104393,T cells
14.8009615,9.339728,T cells
13.066084,3.640134,T cells
4.628514,3.6062157,Plasmacytoid dendritic cells
7.6093025,8.973469,T cells
8.180173,9.278116,T cells
11.283265,-0.07007622,Plasma cells
11.174466,9.680181,T cells
-5.462942,5.6085043,Classical monocytes
-5.786416,0.48611167,Classical monocytes
7.6250386,8.745527,T cells
-2.11244,10.978896,Non-classical monocytes
11.435362,10.3089485,T cells
9.374132,7.3007708,T cells
9.95961,10.252092,T cells
8.955355,-0.19425748,Naive B cells
7.6837063,11.444958,T cells
10.80965,10.775496,T cells
-6.364626,1.835526,Classical monocytes
8.440252,7.1478343,T cells
10.79731,-2.32497,Plasma cells
10.407791,0.72746325,Plasma cells
-6.0247264,3.0071256,Classical monocytes
11.831619,7.608826,T cells
-4.899487,4.871682,Classical monocytes
10.05656,11.471284,T cells
12.494718,6.5837774,T cells
8.90996,11.30138,T cells
10.00004,9.86087,T cells
9.574463,10.345146,T cells
11.3348055,-1.1400104,Plasma cells
6.6845894,10.431118,T cells
-2.6004667,10.915866,Non-classical monocytes
1.2212716,6.280212,Conventional dendritic cells
12.643218,-0.26876512,Plasma cells
10.017615,10.088397,T cells
-5.0998845,4.665217,Classical monocytes
-6.068857,0.50989413,Classical monocytes
14.725726,9.259429,T cells
9.260769,-1.9894753,Plasma cells
-4.1426086,2.960061,Classical monocytes
11.920996,-0.326903,Plasma cells
-5.9394374,2.1425774,Classical monocytes
11.379749,1.4522854,Plasma cells
9.312476,-0.3655347,Plasma cells
-5.696986,3.4936583,Classical monocytes
1.2605655,6.2405562,Conventional dendritic cells
10.3831625,10.102551,T cells
-4.6847157,8.254739,Non-classical monocytes
-4.597522,4.9782653,Classical monocytes
8.584219,-0.5575703,Plasma cells
7.972379,11.053484,T cells
-4.4418473,2.121911,Classical monocytes
10.7497635,11.603638,T cells
10.037879,10.411601,T cells
-6.119241,3.6291902,Classical monocytes
9.2759905,7.4117417,T cells
10.497661,7.880767,T cells
-3.9835272,5.609905,Classical monocytes
8.245577,-1.4023402,Naive B cells
11.120706,-1.4227297,Plasma cells
5.4892526,7.381291,Granulocytes
-2.633361,10.9799385,Non-classical monocytes
10.89429,-2.003647,Plasma cells
13.091139,8.175753,T cells
10.226653,9.939747,T cells
-2.2594843,10.991497,Non-classical monocytes
10.938901,10.544092,T cells
8.877362,10.2369585,T cells
7.8425555,9.872561,T cells
8.796989,-1.0432489,Naive B cells
-4.591542,2.3579764,Classical monocytes
13.0239935,7.191379,T cells
-4.0555725,2.9685204,Classical monocytes
8.628773,-1.18453,Plasma cells
-3.2177958,9.999882,Non-classical monocytes
-4.8484,7.3441114,Classical monocytes
13.586713,9.186692,T cells
8.194261,6.8569613,T cells
12.485098,-0.78512895,Plasma cells
-5.328397,5.0004063,Classical monocytes
8.16787,-0.52199876,Plasma cells
-4.5615706,7.302998,Classical monocytes
-5.4786873,4.7144923,Intermediate monocytes
14.188059,5.215644,T cells
12.116594,-0.44554436,Plasma cells
10.952823,8.5720215,T cells
13.468636,8.378242,T cells
-4.281808,6.3998084,Classical monocytes
-5.4332147,3.8837466,Classical monocytes
13.056475,9.110719,T cells
8.895247,11.886471,T cells
8.100722,-3.0606468,Naive B cells
12.762397,3.5070193,T cells
11.397149,10.151754,T cells
10.67245,11.135419,T cells
8.309954,10.016531,T cells
10.000461,9.347881,T cells
8.227137,-0.5572204,Plasma cells
7.910515,9.823705,T cells
-3.1043663,9.598171,Non-classical monocytes
-3.9263186,1.6551416,Classical monocytes
-5.4394007,6.5333023,Classical monocytes
8.125561,9.041446,T cells
8.741653,9.665683,T cells
7.4252133,8.784157,T cells
8.9796,-1.6078799,Plasma cells
7.6730227,10.210003,T cells
10.834162,10.328255,T cells
9.709178,13.331901,T cells
9.227283,-0.48280787,Plasma cells
13.5485525,8.660229,T cells
12.7525,3.7200854,T cells
-5.0614944,6.7397428,Classical monocytes
11.606513,-0.27846652,Plasma cells
9.581728,-0.73308563,Plasma cells
-5.098118,0.79490286,Classical monocytes
10.587358,-1.1545901,Plasma cells
-1.9807957,11.223654,Non-classical monocytes
-5.075675,3.0831687,Classical monocytes
-4.063359,8.612604,Non-classical monocytes
8.094834,7.255095,T cells
8.7542,-1.0818412,Naive B cells
8.346457,7.2269964,T cells
-6.684677,3.5177183,Classical monocytes
11.43726,-1.7236965,Plasma cells
9.903171,10.757821,T cells
10.260851,11.419262,T cells
9.818241,12.961558,T cells
-5.4640527,7.3866115,Classical monocytes
11.184918,9.708536,T cells
10.010204,11.714594,T cells
-6.079846,3.1052842,Classical monocytes
-4.5718627,1.3081679,Classical monocytes
8.103614,10.149484,T cells
4.6591587,7.01695,Granulocytes
-5.637362,6.7462835,Classical monocytes
8.850309,-1.497595,Plasma cells
11.07602,7.8832307,T cells
13.204594,3.3460517,T cells
-4.9428716,5.744809,Classical monocytes
-4.854813,7.098555,Classical monocytes
11.627628,11.805854,T cells
0.9052514,6.6354103,Conventional dendritic cells
8.041863,9.818556,T cells
-5.6647816,3.7838845,Classical monocytes
8.094177,9.850644,T cells
-4.44372,7.6695805,Classical monocytes
9.111871,-1.132518,Plasma cells
12.678947,7.2812285,T cells
-4.3204155,3.321867,Classical monocytes
-4.593177,1.3421595,Classical monocytes
-4.174863,6.005481,Classical monocytes
12.232098,-1.0895787,Plasma cells
7.747152,7.246828,T cells
-5.6651163,3.1835544,Classical monocytes
12.16369,-0.19642712,Plasma cells
11.831703,7.2198734,T cells
-3.4454584,8.497547,Non-classical monocytes
-2.3090389,5.742515,Classical monocytes
8.840734,-1.0062548,Plasma cells
9.431298,-0.6017285,Plasma cells
-4.8725243,2.6454499,Classical monocytes
11.534447,-1.0240271,Plasma cells
8.421587,9.907744,T cells
-3.619017,9.048796,Non-classical monocytes
8.873994,-0.2821894,Naive B cells
9.465938,-0.686198,Plasma cells
8.577996,-1.4454879,Plasma cells
-5.7286024,1.522826,Classical monocytes
-2.8300254,10.843928,Non-classical monocytes
-2.8759823,10.611273,Non-classical monocytes
-3.6588862,4.9197526,Classical monocytes
11.639898,11.227851,T cells
-6.218339,7.1907005,Classical monocytes
12.962559,3.131476,T cells
0.69628775,6.6281037,Conventional dendritic cells
11.207879,7.886639,T cells
-4.963268,6.6262608,Classical monocytes
10.2926655,12.529878,T cells
-2.5210264,10.641747,Non-classical monocytes
10.836194,10.6753645,T cells
-3.9934263,2.91295,Classical monocytes
12.232595,10.534155,T cells
5.068238,7.185082,Granulocytes
6.785389,9.390601,T cells
-2.0569854,11.313882,Non-classical monocytes
8.544816,-1.764284,Naive B cells
-4.770916,0.4670641,Classical monocytes
4.4784956,3.7537942,Plasmacytoid dendritic cells
8.213059,-1.0207332,Plasma cells
-2.2883227,5.5865493,Classical monocytes
-5.7355947,7.6019983,Classical monocytes
10.924641,11.215796,T cells
9.30431,-1.6165559,Naive B cells
8.524336,-1.4006991,Plasma cells
13.077067,9.031776,T cells
8.93889,-2.246063,Naive B cells
-3.8629391,4.4764123,Classical monocytes
8.762465,7.049405,T cells
-5.931654,4.8892055,Classical monocytes
-4.313977,6.793119,Classical monocytes
8.613956,-1.3706886,Plasma cells
7.2653875,9.308303,T cells
8.502826,11.388589,T cells
12.445509,5.4271507,T cells
-5.863781,2.3525343,Classical monocytes
6.9574485,11.0710125,T cells
15.027493,9.318321,T cells
8.838606,-0.39505658,Naive B cells
